104,127,437,237,0
103,124,437,235,1
104,119,433,226,2
103,109,432,219,3
100,102,431,212,4
104,93,439,208,5
104,93,439,208,5
114,86,453,199,7
119,90,455,203,8
113,98,448,208,9
114,111,440,220,10
104,113,428,223,11
98,119,430,226,12
100,119,435,228,13
100,125,434,235,14
102,129,436,243,15
101,134,432,248,16
105,146,431,250,17
103,150,431,256,18
100,148,436,258,19
101,152,444,259,20
101,152,444,259,20
114,148,447,255,22
114,148,447,255,22
107,146,455,259,24
114,145,457,258,25
114,145,457,258,25
116,147,466,265,27
129,150,477,262,28
138,157,484,273,29
138,157,484,273,29
138,157,484,273,29
138,157,484,273,29
218,155,543,270,33
222,152,560,269,34
228,147,569,264,35
224,146,559,267,36
224,146,559,267,36
208,143,532,260,38
189,139,528,257,39
187,141,522,258,40
174,144,513,263,41
167,141,510,257,42
159,136,507,255,43
151,133,504,252,44
142,129,497,250,45
128,130,490,248,46
118,126,485,248,47
107,124,469,245,48
103,118,470,242,49
103,118,470,242,49
103,118,470,242,49
103,118,470,242,49
108,131,477,254,53
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
105,136,475,260,54
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
186,100,559,229,76
300,88,637,214,89
310,88,640,216,90
318,94,639,220,91
321,102,633,224,92
318,105,635,232,93
308,114,639,237,94
307,117,637,241,95
301,120,634,241,96
291,121,629,244,97
281,123,625,245,98
281,123,625,245,98
256,127,602,252,100
231,139,584,261,101
222,145,569,267,102
219,148,561,268,103
222,148,566,269,104
227,148,572,271,105
235,150,574,267,106
235,150,574,267,106
244,160,574,274,108
248,162,571,275,109
248,165,568,277,110
241,163,573,276,111
240,160,570,273,112
232,155,564,270,113
222,147,559,262,114
212,140,562,253,115
209,131,559,250,116
206,129,559,242,117
205,125,554,244,118
202,125,551,241,119
191,126,540,241,120
187,129,536,248,121
188,134,535,250,122
185,147,523,256,123
174,150,515,261,124
175,156,503,265,125
174,166,493,268,126
166,170,487,274,127
160,172,484,280,128
159,179,487,286,129
159,185,484,288,130
159,185,484,288,130
159,185,484,288,130
159,185,484,288,130
159,185,484,288,130
159,185,484,288,130
159,185,484,288,130
118,190,451,301,137
118,190,451,301,137
118,190,451,301,137
118,190,451,301,137
118,190,451,301,137
118,190,451,301,137
126,160,469,270,143
131,151,468,267,144
134,152,469,260,145
133,147,475,257,146
141,143,476,256,147
135,140,480,251,148
135,136,484,249,149
139,130,480,246,150
142,133,481,241,151
138,128,485,241,152
142,125,487,235,153
137,119,488,234,154
137,113,489,230,155
138,107,484,217,156
127,93,489,213,157
124,84,485,202,158
133,71,488,188,159
122,64,489,187,160
125,62,494,182,161
117,65,480,187,162
122,74,483,188,163
116,85,479,202,164
122,93,479,209,165
122,93,479,209,165
119,103,465,221,167
116,103,457,219,168
109,108,459,218,169
101,111,452,224,170
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
107,116,457,229,171
114,185,432,292,187
113,185,435,293,188
114,185,434,293,189
113,185,433,293,190
114,185,432,295,191
115,187,432,294,192
115,187,432,294,192
115,187,432,294,194
114,185,433,294,195
115,185,433,292,196
121,184,434,289,197
129,181,439,287,198
134,182,442,287,199
130,181,437,285,200
129,180,435,281,201
132,177,439,278,202
135,173,443,275,203
135,170,445,276,204
144,170,450,270,205
148,168,452,269,206
152,167,456,268,207
155,165,460,266,208
158,168,465,268,209
160,169,465,269,210
166,167,467,268,211
169,166,474,267,212
175,165,476,264,213
175,166,478,266,214
175,166,478,266,214
172,164,472,263,216
170,160,470,258,217
170,162,471,260,218
175,152,479,256,219
184,152,476,250,220
180,146,475,244,221
180,146,475,244,221
163,132,458,230,223
155,128,451,226,224
143,126,442,223,225
139,121,433,218,226
131,116,427,213,227
125,110,421,207,228
115,102,414,199,229
111,96,409,196,230
101,93,401,194,231
95,99,396,197,232
91,108,388,206,233
88,117,379,218,234
88,129,377,224,235
92,134,374,227,236
100,131,379,224,237
108,129,386,222,238
113,124,390,216,239
116,117,393,212,240
121,115,404,212,241
131,115,412,213,242
141,117,424,216,243
141,117,424,216,243
154,124,448,224,245
162,124,457,228,246
167,126,470,231,247
173,124,476,233,248
174,113,485,230,249
170,106,498,228,250
170,88,498,212,251
157,83,497,202,252
150,80,478,198,253
136,83,469,202,254
123,90,454,212,255
116,88,445,213,256
108,86,444,211,257
115,85,448,203,258
125,81,445,199,259
128,82,450,196,260
133,82,450,196,261
137,84,450,200,262
136,91,459,207,263
148,98,458,211,264
148,98,458,211,264
161,108,479,221,266
174,110,480,222,267
186,112,490,224,268
195,116,496,222,269
195,116,496,222,269
195,116,496,222,269
195,116,496,222,269
199,123,514,241,273
194,127,516,245,274
199,130,510,245,275
195,130,509,249,276
189,129,513,252,277
194,131,510,255,278
198,136,505,255,279
194,138,501,258,280
191,146,501,263,281
191,146,501,263,281
192,146,499,266,283
198,147,504,266,284
204,142,514,268,285
218,154,512,271,286
233,160,518,277,287
240,166,527,284,288
248,174,525,289,289
246,181,530,296,290
251,187,536,299,291
250,187,545,302,292
246,187,555,304,293
248,185,553,304,294
246,180,564,302,295
250,175,576,297,296
248,167,589,293,297
249,160,592,287,298
238,154,590,280,299
238,154,590,280,299
238,154,590,280,299
238,154,590,280,299
194,117,557,243,303
194,117,557,243,303
194,117,557,243,303
194,117,557,243,303
148,108,489,223,307
148,108,489,223,307
125,114,463,230,309
115,125,458,238,310
115,125,458,238,310
115,125,458,238,310
111,164,443,273,313
112,174,444,287,314
121,193,446,299,315
121,193,446,299,315
130,205,455,315,317
130,205,460,315,318
130,205,460,315,318
130,205,460,315,318
130,205,460,315,318
139,182,474,294,322
139,182,474,294,322
139,165,474,277,324
138,155,481,271,325
139,152,483,266,326
138,147,482,264,327
141,142,476,257,328
140,137,475,254,329
131,135,469,254,330
126,139,465,257,331
120,139,462,258,332
106,146,463,260,333
109,148,452,266,334
100,153,458,273,335
103,153,452,272,336
100,149,445,272,337
91,136,442,256,338
74,120,444,241,339
74,102,448,222,340
73,87,436,215,341
64,79,431,205,342
58,72,438,202,343
53,69,425,202,344
49,75,418,204,345
47,87,423,214,346
49,107,430,231,347
73,133,425,252,348
77,150,432,272,349
93,169,443,286,350
